idrss_entries,title,public_date,category,provider,number_of_articles
"27741","EU Maintains 5.8B Euro Revenue Target for Cyprus Bank Tax","Mon Mar 18 20:51:37 EDT 2013","Business","Businessweek","2,049"
"27750","US STOCKS SNAPSHOT-Wall St ends lower on Cypriot bailout plan","Mon Mar 18 16:07:02 EDT 2013","Business","Reuters","82"
"27782","On the Brink? China's Solar Industry Debt Drama","Mon Mar 18 21:24:18 EDT 2013","Business","the Diplomat (blog)","-1"
"27787","Jan. jobless numbers rise locally, statewide","Mon Mar 18 21:32:01 EDT 2013","Business","Journal and Courier","163"
"27788","Cyprus Looks To Impose Bank Tax, Boost Corporate Taxes To Rescue Economy","Mon Mar 18 21:39:44 EDT 2013","Business","Forbes","2,056"
"27789","Lululemon withdraws sheer yoga pants, stock drops","Mon Mar 18 20:30:53 EDT 2013","Business","Reuters","22"
"27795","Electronic Arts to replace chief executive","Mon Mar 18 21:42:25 EDT 2013","Business","Financial Times","108"
"27797","Everything You Need to Know About the Cyprus Bank Disaster","Mon Mar 18 21:34:30 EDT 2013","Business","The Atlantic","2,056"
"27798","Suntech Default Signals Chinese Solar Industry Consolidation","Mon Mar 18 18:08:44 EDT 2013","Business","Bloomberg","42"
"27802","EU Tells Cyprus to Stick to Bailout Target","Mon Mar 18 21:55:46 EDT 2013","Business","Businessweek","2,065"
"27803","Sheryl Sandberg: Facebook's Anti-Zuckerberg","Mon Mar 18 21:53:01 EDT 2013","Business","Motley Fool","69"
"27812","Lululemon Athletica Shares Drop On Outlook Cut After Yoga Pants Recall","Mon Mar 18 21:52:54 EDT 2013","Business","NASDAQ","22"
"27813","A Bank Levy in Cyprus, and Why","Mon Mar 18 22:01:04 EDT 2013","Business","New York Times","2,076"
"27829","Washington Post to try metered digital use","Mon Mar 18 22:08:19 EDT 2013","Business","San Francisco Chronicle","37"
"27846","Goldman expects S&P 500 to rally even more","Mon Mar 18 11:14:11 EDT 2013","Business","MarketWatch (blog)","9"
"27847","Game over for Electronic Arts executive","Mon Mar 18 22:08:23 EDT 2013","Business","San Francisco Chronicle","112"
"27862","Directory firms Dex One, SuperMedia file for bankruptcy","Mon Mar 18 22:35:15 EDT 2013","Business","Reuters","22"
"27863","At William Beavers' trial, IRS agent links his cashing of campaign checks to his ...","Mon Mar 18 21:54:19 EDT 2013","Business","Chicago Tribune","8"
"27868","Two former CalPERS officials indicted on fraud charges","Mon Mar 18 22:32:19 EDT 2013","Business","Los Angeles Times","26"
"27869","Gold rises above $1600 on safe haven appeal","Mon Mar 18 21:17:44 EDT 2013","Business","Economic Times","87"
"27875","Fukushima without cooling water for 15 hours after power failure","Mon Mar 18 22:38:43 EDT 2013","Business","CTV News","71"
"27876","Chase denies hack behind sudden account drains","Mon Mar 18 21:51:55 EDT 2013","Business","CNET","5"
"27877","Gold and Silver Outlook for March 18-22","Mon Mar 18 05:49:34 EDT 2013","Business","Business Insider","82"
"27887","Power still out at damaged nuclear plant in Japan","Mon Mar 18 22:45:51 EDT 2013","Business","WLOS","72"
"27894","Boeing tech workers taking re-vote on contract","Mon Mar 18 22:03:14 EDT 2013","Business","The Seattle Times","12"
"27897","NY fracking foes: will become lobby if required","Mon Mar 18 22:48:43 EDT 2013","Business","Seattle Post Intelligencer","32"
"27898","Boeing Avoids Strike as Technical Workers Accept Contract","Mon Mar 18 22:55:15 EDT 2013","Business","Bloomberg","14"
"27919","Asian Shares Rebound As Cyprus Concerns Ease","Mon Mar 18 23:10:04 EDT 2013","Business","Wall Street Journal","143"
"27920","Japan's Nikkei bounces 1.9 pct, Cyprus still an issue","Mon Mar 18 21:36:08 EDT 2013","Business","Reuters","143"
"27925","Water main break shuts down Connecticut Avenue in Chevy Chase, Md.","Mon Mar 18 23:16:53 EDT 2013","Business","Washington Post","8"
"27926","Boeing technical engineers ratify four-year labor deal, avert strike","Mon Mar 18 23:20:43 EDT 2013","Business","Reuters","15"
"27959","Australia shares regain some ground after steep losses on Cyprus","Mon Mar 18 21:01:31 EDT 2013","Business","Reuters","213"
"27960","Asia stocks bounce back after Cyprus scare","Mon Mar 18 23:46:51 EDT 2013","Business","Houston Chronicle","1,770"
"27961","West Roxbury couple charged in Ponzi scheme","Mon Mar 18 10:53:25 EDT 2013","Business","Boston Globe","5"
"27966","Boeing technical engineers ratify four-year labor deal","Mon Mar 18 23:20:43 EDT 2013","Business","Reuters","18"
"27969","PRECIOUS-Gold hovers above $1600\oz on Cyprus concerns","Mon Mar 18 23:41:28 EDT 2013","Business","Reuters","87"
"27972","Terence Corcoran: We are all Cypriot savers","Mon Mar 18 21:26:24 EDT 2013","Business","Financial Post","-1"
"27987","Housing market index starts the year on down note","Mon Mar 18 23:59:01 EDT 2013","Business","Albuquerque Business First","40"
"27988","EA CEO John Riccitiello to step down; company lowers its expectations for this ...","Mon Mar 18 23:58:59 EDT 2013","Business","Silicon Valley Business Journal","115"
"27994","DA claims scheme paid off pair's trip, gambling losses","Tue Mar 19 00:02:30 EDT 2013","Business","Boston Herald","5"
"27997","Fed is expected this week to stick to low-rate policies despite a strengthening US ...","Tue Mar 19 00:08:45 EDT 2013","Business","Washington Post","27"
"28000","Workers Saving Too Little to Retire","Tue Mar 19 00:02:33 EDT 2013","Business","Wall Street Journal","4"
"28001","The Most Affordable Way to Buy Gold: Physical Gold or ETFs?","Mon Mar 18 21:44:03 EDT 2013","Business","San Francisco Chronicle","88"
"28010","More Homeowners Dig Out","Tue Mar 19 00:02:01 EDT 2013","Business","Wall Street Journal","5"
"28011","County jobless rate rises","Tue Mar 19 00:02:16 EDT 2013","Business","Highlands Today","160"
"28015","West Roxbury couple charged with multi-million-dollar Ponzi scheme","Tue Mar 19 00:19:28 EDT 2013","Business","Boston Globe","6"
"28020","Boeing tech workers OK contract on re-vote","Tue Mar 19 00:34:47 EDT 2013","Business","Businessweek","19"
"28028","Why Russia is irate about the Cyprus bank tax","Tue Mar 19 00:15:49 EDT 2013","Business","CNN","2,046"
"28040","UPDATE 2-Boeing technical engineers ratify four-year labor deal","Tue Mar 19 00:39:16 EDT 2013","Business","Reuters","19"
"28054","Fed likely to back low-rate policies despite gains","Tue Mar 19 00:41:51 EDT 2013","Business","Seattle Post Intelligencer","27"
"28055","NC jobless rate edges up - Asheville Citizen","Tue Mar 19 00:42:23 EDT 2013","Business","Times","159"
"28056","Electronic Arts Ousts CEO as New Game Consoles Await","Tue Mar 19 00:42:26 EDT 2013","Business","Bloomberg","116"
"28057","Price gains lift 1.7 million homes above water in 2012","Tue Mar 19 00:41:47 EDT 2013","Business","Inman.com","7"
"28073","New Zealand Dollar Little Changed; Local Data in Focus","Tue Mar 19 00:41:31 EDT 2013","Business","Wall Street Journal","34"
"28090","Boston pair alleged to take millions in Ponzi scheme","Tue Mar 19 00:19:28 EDT 2013","Business","Boston Globe","8"
"28094","Civil Engineers Echo Obama Calling for Infrastructure Fix","Tue Mar 19 00:51:09 EDT 2013","Business","Businessweek","4"
"28095","EU Maintains 5.8 Billion Euro Revenue Target for Cyprus Bank Tax","Tue Mar 19 01:05:39 EDT 2013","Business","Bloomberg","2,019"
"28102","Gold Declines as Advance to Highest This Month Reduces Demand","Mon Mar 18 23:18:53 EDT 2013","Business","Businessweek","87"
"28110","Unemployment down in state; up locally","Tue Mar 19 01:24:05 EDT 2013","Business","Bennington Banner","168"
"28130","Florida Unemployment Dips; Steady To Increasing Locally","Tue Mar 19 01:38:13 EDT 2013","Business","NorthEscambia.com","173"
"28138","India Cuts Rates for the Second Time This Year to Revive Growth","Tue Mar 19 01:31:48 EDT 2013","Business","Bloomberg","128"
"28156","Bernanke Tightens Hold on Fed Message Against Hawks","Mon Mar 18 20:24:52 EDT 2013","Business","Bloomberg","27"
"28158","DA: Millions lost in Mass 'Ponzi scheme'","Tue Mar 19 00:41:32 EDT 2013","Business","NECN","8"
"28172","PRECIOUS-Gold hits 2-1\2 wk high as Cyprus spurs safe haven buying","Mon Mar 18 14:22:35 EDT 2013","Business","Reuters","87"
"28182","Asian shares steady from Cyprus bailout jolt, India drags","Tue Mar 19 02:34:09 EDT 2013","Business","Reuters","2,047"
"28188","Pensacola area January jobless rate unchanged","Tue Mar 19 02:10:20 EDT 2013","Business","Pensacola News Journal","171"
"28191","India cuts key interest rate to 7.5 percent","Tue Mar 19 02:26:00 EDT 2013","Business","The Associated Press","161"
"28199","Gold rises as Cyprus deposit tax spooks markets","Mon Mar 18 06:45:55 EDT 2013","Business","MarketWatch","89"
"28216","Florida Unemployment Dips; Steady To Increasing Rate Locally","Tue Mar 19 01:38:13 EDT 2013","Business","NorthEscambia.com","173"
"28231","Cyprus parliament to veto deposit tax","Tue Mar 19 03:11:09 EDT 2013","Business","Reuters","2,078"
"28232","Real Estate Market Trends: Builder Outlook Falls","Tue Mar 19 03:01:33 EDT 2013","Business","Millionaire Corner","43"
"28237","The Washington Post puts up paywall","Tue Mar 19 03:04:26 EDT 2013","Business","Washington Business Journal","42"
"28249","Gold Climbs Above $1600 as Cyprus Turmoil Spurs Haven Demand","Sun Mar 17 19:23:59 EDT 2013","Business","Bloomberg","89"
"28255","Reserve Bank cuts repo rate by 25 bps, indicates limited room for more","Tue Mar 19 03:30:21 EDT 2013","Business","Reuters India","176"
"28257","Cyprus parliament ready to veto deposit tax","Tue Mar 19 03:11:09 EDT 2013","Business","Reuters","2,058"
"28261","State's unemployment rate dips to 4.7 percent","Tue Mar 19 03:08:34 EDT 2013","Business","Barre Montpelier Times Argus","175"
"28262","India cuts rates amid slower growth","Tue Mar 19 03:25:11 EDT 2013","Business","CNN","178"
"28283","Two former CalPERS officials indicted","Tue Mar 19 03:03:26 EDT 2013","Business","Sacramento Bee","28"
"28287","Washington Post latest newspaper to put faith in paywalls","Tue Mar 19 03:57:37 EDT 2013","Business","The Guardian","42"
"28288","Unemployment back above 10 percent","Tue Mar 19 03:33:40 EDT 2013","Business","Muncie Star Press","172"
"28302","Sainsbury's Profit Beats, but CEO Voices Caution","Tue Mar 19 03:43:53 EDT 2013","Business","CNBC.com","13"
"28310","January Unemployment Stayed Steady - Twin Falls Times","Tue Mar 19 04:07:16 EDT 2013","Business","News","175"
"28311","Sainsbury Reports 3.6 Percent Increase in Fourth-Quarter Sales","Tue Mar 19 03:38:52 EDT 2013","Business","Bloomberg","14"
"28312","EA says CEO to step down; warns on guidance","Tue Mar 19 03:05:57 EDT 2013","Business","MarketWatch","118"
"28316","ARM Holdings CEO to Retire","Tue Mar 19 04:16:43 EDT 2013","Business","Wall Street Journal","9"
"28323","India Party Pulls Support From Government","Tue Mar 19 03:19:38 EDT 2013","Business","Wall Street Journal","653"
"28324","BOJ Easing Will Fail to Spur 2% Inflation, Waseda's Noguchi Says","Sun Mar 17 20:30:02 EDT 2013","Business","Bloomberg","21"
"28339","India cuts key interest rate","Tue Mar 19 04:38:06 EDT 2013","Business","Financial Times","192"
"28340","Expert Views - DMK withdraws from coalition","Tue Mar 19 04:11:17 EDT 2013","Business","Reuters India","657"
"28341","Justin Doyle: Ireland needs to avoid Japanese- style 'recovery'","Sun Mar 17 08:41:24 EDT 2013","Business","Irish Independent","-1"
"28342","UPDATE 1-ARM's CEO to step down, to be replaced by president","Tue Mar 19 04:31:33 EDT 2013","Business","Reuters","10"
"28356","India Rate Cut Eclipsed by Reform Risk as Singh Loses Key Ally","Tue Mar 19 04:39:35 EDT 2013","Business","Businessweek","195"
"28357","BOJ's Amamiya Returns To Executive Director On Monetary Policy","Sun Mar 17 22:39:07 EDT 2013","Business","MNI News","21"
"28358","Power failure hits Fukushima plant in Japan","Tue Mar 19 04:29:11 EDT 2013","Business","BBC News","96"
"28359","DMK pulls out of UPA; Chidambaram says govt is stable, will stay in power","Tue Mar 19 03:00:50 EDT 2013","Business","IBNLive","-1"
"28365","Japan Says Radiation Level Stable After Fukushima Power Loss","Tue Mar 19 04:59:56 EDT 2013","Business","Businessweek","96"
"28370","BOJ Shirakawa: Must See Costs, Benefits of Policymaking","Tue Mar 19 04:51:38 EDT 2013","Business","MNI News","22"
"28371","European shares, euro dip on Cyprus concerns","Tue Mar 19 04:54:16 EDT 2013","Business","Reuters","2,052"
"28386","RPT-GLOBAL ECONOMY-Super Wednesday for world's central banks","Mon Mar 18 02:16:21 EDT 2013","Business","Reuters","22"
"28390","Bank of Japan Regime Change Deepens as Amamiya Back From Osaka","Mon Mar 18 00:13:57 EDT 2013","Business","Bloomberg","22"
"28391","States still dogged by unemployment - Reno Gazette","Tue Mar 19 04:48:36 EDT 2013","Business","Journal","175"
"28392","India cuts interest rate to revive growth","Tue Mar 19 05:00:07 EDT 2013","Business","Financial Times","202"
"28398","Jobless rate 5% in Iowa despite gains","Tue Mar 19 05:21:32 EDT 2013","Business","DesMoinesRegister.com","175"
"28399","India Central Bank Cuts Lending Rate","Tue Mar 19 04:52:26 EDT 2013","Business","Wall Street Journal","196"
"28401","Cyprus Set to Reject Tax on Bank Deposits","Tue Mar 19 05:18:57 EDT 2013","Business","New York Times","2,048"
"28415","ARM Promotes Segars Chief as East Retires After 12 Years","Tue Mar 19 05:16:05 EDT 2013","Business","Businessweek","23"
"28416","Cyprus finance minister heads to Russia for talks on loan","Tue Mar 19 05:33:21 EDT 2013","Business","Economic Times","45"
"28417","Ryanair, Boeing complete £15.6b purchase deal","Tue Mar 19 05:24:20 EDT 2013","Business","Stock Market Wire","19"
"28423","Benchmark JGBs down slightly ahead of Cyprus vote, FOMC","Tue Mar 19 03:17:38 EDT 2013","Business","Reuters","28"
"28424","Lululemon's material warning: Pants shortage threatens profit","Mon Mar 18 19:34:44 EDT 2013","Business","Globe and Mail","29"
"28434","Boeing to announce major airplane order Tuesday","Mon Mar 18 17:02:26 EDT 2013","Business","Reuters","22"
"28435","Cyprus Heads for Cliffhanger Parliamentary Vote on Deposits Tax","Tue Mar 19 05:54:31 EDT 2013","Business","CNBC.com","2,219"
"28436","Outgoing BOJ head warns of difficulty managing market expectations","Tue Mar 19 04:24:08 EDT 2013","Business","Reuters","28"
"28442","Amid bankruptcy, Dex One reports quarterly loss","Tue Mar 19 05:57:54 EDT 2013","Business","Triangle Business Journal","22"
"28443","Former Calpers Chief Indicted Over Fraud","Tue Mar 19 06:03:22 EDT 2013","Business","New York Times","28"
"28444","Ryanair to buy 175 Boeing 737s in major expansion","Tue Mar 19 05:48:00 EDT 2013","Business","The Associated Press","27"
"28452","INSTANT VIEW 6-UK inflation hits 9-month high in Feb","Tue Mar 19 06:01:43 EDT 2013","Business","Reuters","42"
"28453","Son of Couple Indicted in Alleged Ponzi Scheme, Arrested on Warrant at West ...","Tue Mar 19 05:58:19 EDT 2013","Business","Patch.com","10"
"28454","Euro undermined by concerns Cyprus woes may escalate","Tue Mar 19 05:22:29 EDT 2013","Business","Reuters","2,255"
"28471","Power at Fukushima nuclear fuel ponds 'partially restored'","Tue Mar 19 05:36:39 EDT 2013","Business","BBC News","108"
"28472","Ryanair Places $15.6 Billion Order for 175 Boeing 737-800 Planes","Tue Mar 19 05:35:26 EDT 2013","Business","Bloomberg","29"
"28473","Fed meeting: Bracing for Bernanke buzzkill","Tue Mar 19 06:05:48 EDT 2013","Business","CNN","245"
"28478","Ryanair orders 175 Boeing jets","Tue Mar 19 06:18:42 EDT 2013","Business","Financial Times","33"
"28495","ZEW German Business Confidence Mixed Amid Uncertainty","Tue Mar 19 06:19:38 EDT 2013","Business","Action Forex","16"
"28496","EU Threatens Russia Restructuring of Cyprus Loan: Kudrin","Tue Mar 19 06:19:04 EDT 2013","Business","Bloomberg","2,261"
"28497","Blackout Halts Cooling System at Fukushima Plant","Tue Mar 19 00:26:25 EDT 2013","Business","New York Times","113"
"28499","Daily Report: Electronic Arts Chief Resigns, Sending Stock Up","Tue Mar 19 06:15:17 EDT 2013","Business","New York Times (blog)","133"
"28500","Oil Down as Traders Await US Data, Cyprus Vote","Tue Mar 19 06:38:09 EDT 2013","Business","ABC News","2,271"
"28505","Cyprus Aims to Exempt Small Savers From Levy","Tue Mar 19 06:22:34 EDT 2013","Business","Wall Street Journal","2,271"
"28515","German Investor Confidence Rises to Three-Year High","Tue Mar 19 06:31:06 EDT 2013","Business","Businessweek","18"
"28516","Ryanair confirms Boeing planes deal","Tue Mar 19 06:42:02 EDT 2013","Business","Belfast Telegraph","41"
"28522","Fukushima nuclear plant loses power","Tue Mar 19 06:56:37 EDT 2013","Business","Financial Times","114"
"28526","German Investor Confidence Unexpectedly Rises to 3-Year High","Tue Mar 19 06:26:43 EDT 2013","Business","Bloomberg","19"
"28532","Cyprus Proposes No Levy on Small Savers","Tue Mar 19 06:54:23 EDT 2013","Business","Wall Street Journal","2,308"
"28535","Ryanair Places $15.6 Billion Order for 175 Boeing 737 Planes","Tue Mar 19 06:48:57 EDT 2013","Business","Businessweek","43"
"28536","Cyprus aims to let small savers out of deposit tax; veto still likely","Tue Mar 19 07:07:30 EDT 2013","Business","Reuters","2,293"
"28539","Yen Drops Versus Peers as Stocks Rally Damps Haven Demand","Tue Mar 19 06:57:50 EDT 2013","Business","Businessweek","31"
"28540","UK Inflation Quickens to Fastest in Nine Months","Tue Mar 19 06:59:24 EDT 2013","Business","Bloomberg","52"
"28547","Outgoing Bank of Japan head warns no quick fix to Japan's deflation","Tue Mar 19 06:40:27 EDT 2013","Business","Reuters","31"
"28553","Boeing Wins $15.6 Billion Deal to Supply Ryanair With 737-800s","Tue Mar 19 07:13:15 EDT 2013","Business","Businessweek","47"
"28559","China February Foreign Direct Investment +6.32% on Year at $8.2 Billion","Mon Mar 18 22:21:56 EDT 2013","Business","NASDAQ","17"
"28562","German ZEW investor index hits three-year high","Tue Mar 19 06:50:00 EDT 2013","Business","AFP","21"
"28563","Global stocks subdued as Cypriot politicians scramble to revise plan to seize ...","Tue Mar 19 07:06:17 EDT 2013","Business","Washington Post","2,286"
"28570","U.K. Inflation Seen Accelerating on Pressure From Pound Slump","Tue Mar 19 06:59:24 EDT 2013","Business","Bloomberg","54"
"28573","Ryanair gives Boeing a boost with big order","Tue Mar 19 07:30:00 EDT 2013","Business","The Associated Press","49"
"28574","See-through pants problem causes Lululemon recall","Tue Mar 19 07:29:25 EDT 2013","Business","CNNMoney","33"
"28584","UPDATE 2-ARM's CEO Warren East to step down after 12 years","Tue Mar 19 07:33:37 EDT 2013","Business","Reuters","34"
"28586","Cyprus Plan Falls Short of Bailout Target","Tue Mar 19 07:42:03 EDT 2013","Business","Wall Street Journal","2,314"
"28595","China February FDI Rises From Year-Earlier","Mon Mar 18 22:40:16 EDT 2013","Business","NASDAQ","18"
"28596","UPDATE 2-Boeing signs $15.6 bln landmark order with Ryanair","Tue Mar 19 07:36:33 EDT 2013","Business","Reuters","55"
"28612","Cyprus uncertainty weighs on shares, euro","Tue Mar 19 07:55:29 EDT 2013","Business","Reuters","2,341"
"28618","Inbound lanes of Conn. Avenue reopened after massive water main break","Tue Mar 19 07:42:54 EDT 2013","Business","Washington Post","15"
"28619","Euro Ticks Down Ahead Of German ZEW Survey Results","Tue Mar 19 06:00:21 EDT 2013","Business","RTT News","22"
"28635","OECD watchdog report says France more reforms, spending cuts to spur growth","Tue Mar 19 07:54:38 EDT 2013","Business","Fox News","7"
"28636","About 130000 lack power in Southeast after storms","Tue Mar 19 07:56:39 EDT 2013","Business","Reuters","11"
"28657","Walgreen to acquire stake in AmerisourceBergen","Tue Mar 19 08:04:00 EDT 2013","Business","The Associated Press","9"
"28669","Retirement confidence at record low","Tue Mar 19 08:14:14 EDT 2013","Business","CNN","13"
"28682","Amerisource signs distribution, equity deal with Walgreen","Tue Mar 19 08:16:36 EDT 2013","Business","Reuters","9"
"28712","German investor confidence shrugs off Italy, Cyprus risks","Tue Mar 19 08:02:22 EDT 2013","Business","GlobalPost","-1"
"28713","Energy bills push UK inflation to nine-month high","Tue Mar 19 06:44:28 EDT 2013","Business","The Guardian","57"
"28718","Cyprus Bank-Levy Passage in Doubt as EU Shows Flexibility","Tue Mar 19 08:42:49 EDT 2013","Business","Bloomberg","2,385"
"28719","Liberty Media Will Pay $2.62 Billion for 27% Stake in Charter","Tue Mar 19 08:25:09 EDT 2013","Business","Bloomberg","29"
"28729","China's FDI Rises After Eight Months of Decline","Tue Mar 19 06:56:19 EDT 2013","Business","The China Perspective","20"
"28730","German investor morale ticks up in March","Tue Mar 19 07:30:40 EDT 2013","Business","Business Times (subscription)","-1"
"28731","Lululemon Pulls Sheer Pants","Tue Mar 19 08:21:51 EDT 2013","Business","Daily Beast","38"
"28734","Home building gets a big lift in February","Tue Mar 19 08:43:33 EDT 2013","Business","USA TODAY","48"
"28740","China's Foreign Investment Gains for First Time in Nine Months","Tue Mar 19 03:04:42 EDT 2013","Business","Bloomberg","20"
"28741","Retirement worry is highest in 23 years","Tue Mar 19 08:54:12 EDT 2013","Business","USA TODAY","15"
"28752","Walgreen, Alliance Boots Reach Accord With AmerisourceBergen","Tue Mar 19 09:01:43 EDT 2013","Business","Bloomberg","10"
"28758","Liberty Media to buy 27.3 percent stake in Charter","Tue Mar 19 08:50:34 EDT 2013","Business","Reuters","34"
"28759","Cyprus Set to Reject Bailout, Citing Tax on Bank Deposits","Tue Mar 19 09:03:39 EDT 2013","Business","New York Times","2,433"
"28763","Stock Futures Lower as Focus Returns to U.S.","Tue Mar 19 07:09:58 EDT 2013","Business","TheStreet.com","263"
"28788","More Chicago-area homeowners underwater on mortgages","Tue Mar 19 08:55:53 EDT 2013","Business","Chicago Tribune","12"
"28789","Home construction gains steam","Tue Mar 19 09:06:18 EDT 2013","Business","CNN","59"
"28800","Liberty Media buys stake in Charter Communications","Tue Mar 19 08:40:20 EDT 2013","Business","MarketWatch","40"
"28801","Lululemon shares fall in premarket on recall","Tue Mar 19 08:42:13 EDT 2013","Business","MarketWatch","42"
"28805","Lululemon recalls yoga pants _ too revealing","Tue Mar 19 08:43:04 EDT 2013","Business","The Seattle Times (blog)","43"
"28812","Citi: $730M Settlement Ends Claims It Misled Investors Over Bonds, Stock","Tue Mar 19 09:09:36 EDT 2013","Business","Forbes","35"
"28813","ZEW economist says expects moderate recovery in Germany","Tue Mar 19 06:46:31 EDT 2013","Business","Reuters","25"
"28814","Electronic Arts CEO quits as stumbling game maker misses targets","Tue Mar 19 09:15:35 EDT 2013","Business","Globe and Mail","158"
"28826","Liberty Media's Charter Deal Cashes Out Apollo","Tue Mar 19 09:09:20 EDT 2013","Business","Wall Street Journal (blog)","42"
"28827","Housing Starts in US Climb as Building Permits Pick Up","Tue Mar 19 09:28:05 EDT 2013","Business","Bloomberg","21"
"28828","Walgreens Up on Earnings, Deal With AmerisourceBergen","Tue Mar 19 09:19:58 EDT 2013","Business","Benzinga","-1"
"28851","Liberty to buy stake in Charter Communications","Tue Mar 19 08:48:00 EDT 2013","Business","The Associated Press","45"
"28858","'Underwater' homes decline nationwide, report says","Tue Mar 19 09:40:49 EDT 2013","Business","Los Angeles Times","14"
"28859","Cyprus Bank Levy in Doubt as EU Shows Flexibility","Tue Mar 19 09:36:49 EDT 2013","Business","Businessweek","2,482"
"28865","Lululemon Athletica (LULU) Has Fallen To Nearly A 7-Month Low After Recall","Tue Mar 19 09:37:01 EDT 2013","Business","NASDAQ","49"
"28869","Lululemon pulls yoga pants it says are too sheer","Tue Mar 19 09:51:30 EDT 2013","Business","Chicago Tribune","50"
"28884","Euro nudges lower vs. dollar ahead of Cyprus levy vote","Tue Mar 19 10:01:42 EDT 2013","Business","Reuters","2,496"
"28900","Tech stocks: EA aftermath, Sony up","Tue Mar 19 09:54:38 EDT 2013","Business","USA TODAY","162"
"28901","Lululemon supplier says recalled yoga pants made to specs","Tue Mar 19 10:01:21 EDT 2013","Business","Reuters","56"
"28904","Housing Starts in U.S. Climbed 0.8% in February to 917000 Rate","Tue Mar 19 09:28:05 EDT 2013","Business","Bloomberg","24"
"28914","Wall Street climbs, supported by housing market data","Tue Mar 19 10:07:48 EDT 2013","Business","Reuters","53"
"28935","Brent Oil Falls Before Cyprus Vote; Premium to WTI Falls","Tue Mar 19 10:08:30 EDT 2013","Business","Bloomberg","73"
"28936","Boeing Lands $15.6 Billion 737 Order From Ryanair","Tue Mar 19 09:29:41 EDT 2013","Business","Forbes","67"
"28937","Retirement Crisis: Impoverished Seniors on the Horizon","Tue Mar 19 10:01:21 EDT 2013","Business","CNBC.com","17"
"28950","Harvest Natural may restate financial results","Tue Mar 19 09:59:41 EDT 2013","Business","Businessweek","5"
"28967","Accounting errors may force Harvest Natural to restate results","Tue Mar 19 10:05:59 EDT 2013","Business","Reuters","5"
"28968","Malone's Liberty Media buys Charter cable stake","Tue Mar 19 10:20:00 EDT 2013","Business","AFP","54"
"28969","Walgreen fiscal 2Q profit - Las Cruces Sun","Tue Mar 19 08:40:24 EDT 2013","Business","News","29"
"28983","Wall Street Buoyed by Strength in Housing","Tue Mar 19 10:40:08 EDT 2013","Business","New York Times","31"
"28984","Retirement Confidence Hits A Record Low","Tue Mar 19 10:25:39 EDT 2013","Business","Business Insider","20"
"28986","Ryanair lifts Boeing with $16 billion 737 deal","Tue Mar 19 10:42:00 EDT 2013","Business","Chicago Tribune","68"
"28987","Tuesday's movers: Lululemon pays for sheer pants","Tue Mar 19 10:21:44 EDT 2013","Business","MarketWatch","65"
"28998","Cardinal Health Inc. (CAH) Is Down Sharply After Walgreen's Announcement","Tue Mar 19 09:42:19 EDT 2013","Business","RTT News","41"
"28999","'The writing was on the wall'","Tue Mar 19 02:47:46 EDT 2013","Business","Cyprus Mail","24"
"29009","Walgreen fiscal 2Q profit climbs 11 percent","Tue Mar 19 10:16:31 EDT 2013","Business","FW Business","40"
"29014","Stocks Climb In Quiet Trade; Walgreen, AmerisourceBergen Jump","Tue Mar 19 10:45:15 EDT 2013","Business","Investor's Business Daily","40"
"29015","Electronic Arts Given 'Outperform' Rating at BMO Capital Markets (EA)","Tue Mar 19 10:13:42 EDT 2013","Business","Daily Political","166"
"29028","Suspicious device triggers SF downtown lockdown","Tue Mar 19 10:53:21 EDT 2013","Business","KTVU San Francisco","4"
"29029","Walgreen to take stake in AmerisourceBergen, drops Cardinal","Tue Mar 19 10:14:38 EDT 2013","Business","Reuters","41"
"29038","A Cypriot Nobelist Is 'Appalled' by the Proposed Bailout Bank Tax","Tue Mar 19 10:56:19 EDT 2013","Business","Businessweek","2,401"
"29039","Powell BART, Market closed by SF police","Tue Mar 19 10:49:13 EDT 2013","Business","San Francisco Chronicle","6"
"29046","Cardinal Health Falls After Losing Walgreen Drug Contract","Tue Mar 19 10:31:30 EDT 2013","Business","Bloomberg","41"
"29047","ARM's CEO Warren East to step down after 12 years","Tue Mar 19 10:36:13 EDT 2013","Business","Reuters","50"
"29048","Global shares steady despite Cyprus, euro flat after US data","Tue Mar 19 11:02:17 EDT 2013","Business","Reuters","2,401"
"29056","Citigroup settles preferred stock suit for $730M","Tue Mar 19 10:00:10 EDT 2013","Business","USA TODAY","37"
"29057","Euro slips ahead of Cyprus vote, dollar gains","Tue Mar 19 11:01:14 EDT 2013","Business","MarketWatch","225"
"29073","BART resumes after Powell area cleared","Tue Mar 19 11:09:01 EDT 2013","Business","San Francisco Chronicle","8"
"29074","R. Kelly loses suburban home to foreclosure","Tue Mar 19 11:04:39 EDT 2013","Business","Chicago Tribune","12"
"29083","Electronic Arts Chief Resigns","Tue Mar 19 11:08:14 EDT 2013","Business","New York Times","169"
"29084","Gains in Permits Signal Sustained US Housing Rebound","Tue Mar 19 11:02:12 EDT 2013","Business","Bloomberg","28"
"29085","US 'Underwater' Homeowners Regain Equity as Prices Rise","Tue Mar 19 09:51:32 EDT 2013","Business","Bloomberg","20"
"29095","EU Takes Step Toward Bank Supervisor","Tue Mar 19 11:15:54 EDT 2013","Business","Wall Street Journal","21"
"29096","Court sides with student in case over textbooks","Tue Mar 19 11:10:00 EDT 2013","Business","The Associated Press","16"
